"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","website_emails/7","zip"
,,,,,,,,"Free street parking",,,,,,"Osiedle Bolesława Śmiałego 24, 60-682 Poznań, Poland","Bookkeeping service",,,,,,,,,"6856962058951212213","Poznań","PL","us","United States","46","0x4704434c10b4acc9:0x5f28d2a9b21e3cb5","Yes","en","English","52.447001799999995","","16.9263607","Biuro Rachunkowe AGUS Agnieszka Augustyniak","Stare Miasto","65","511 075 926","+48 511 075 926","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsfv_9n5h_9TiW3Izp5y8ffRgBj6Q6JPvm1sKWLpcLbLYu6D83RLGYRSzoIyfSYjpI84roznFtL0g3JE1AIHyS_ToQ5ybzcAlicFg31yBMVcnLlDuoM9ahBIY1UdngScos6ZGPDw=w830-h364-k-no","7","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11ckqqrdx1","5","9","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Osiedle Bolesława Śmiałego 24","2026-03-04 16:02:55.038663","errorsfilters@certyficate.it",,,,,,,"https://google.com/maps?cid=6856962058951212213","https://agus-biurorachunkowe.com.pl",,,,,,,,,"60-682"
,,,,,,,,,,,,,,"Babimojska 11, 60-161 Poznań, Poland","Accountant",,,,,,,,,"9473584760391156953","Poznań","PL","us","United States","47","0x4704451ed83cd85d:0x8378ef2578ab44d9","No","en","English","52.3920519","","16.8621368","Centrum Usług Rachunkowych - Anna Kuźniarek","Grunwald","66","61 862 86 46","+48 61 862 86 46","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dXWF38GVF_8hPI6xX6iENg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=236.29272&pitch=0&thumbfov=100","1","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1tmpj6dr","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Babimojska 11","2026-03-04 16:02:55.038677","info@centrumrachunkowe.pl",,,,,,,"https://google.com/maps?cid=9473584760391156953","https://centrumrachunkowe.poznan.pl","biuro@centrumrachunkowe.poznan.pl",,,,,,,,"60-161"
,,,,,,,,,,,,"Onsite services","Online appointments","Naramowicka 41/17, 61-622 Poznań, Poland","Bookkeeping service",,,,,,,,,"18044284797289012689","Poznań","PL","us","United States","48","0x47045ca7adeeebc5:0xfa6a2d6ba0649dd1","Yes","en","English","52.4312076","","16.943210699999998","Biuro księgowe POINT","Stare Miasto","67","509 289 127","+48 509 289 127","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLjCC7ms_r8g2pNH6jpVvEeEp0WIH0M5cqSYN2v1nOnLyQ8v17A8QGcOZ2gUlvseyG8qLJDgKXY54BqR2OlHW253-9vL2a1wi0N6UG1H3K_9WkPQDdjgCas4QqRawklyu0_ecQ=w1200-h800-k-no","9","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11gdk_6bzv","5","4","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Naramowicka 41/17","2026-03-04 16:02:55.038690","info@pozytywnaksiegowa.pl",,,,,,,"https://google.com/maps?cid=18044284797289012689","https://poznanksiegowa.pl","gosiachwialkowska@gmail.com",,,,,,,,"61-622"
"Wheelchair accessible seating","Wheelchair accessible restroom",,,"Restroom",,,,,,,,,,"Półwiejska 17/23, 61-885 Poznań, Poland","Tax preparation",,,,,,,,,"13518479638853511638","Poznań","PL","us","United States","49","0x47045b58cc85db65:0xbb9b499b8936e9d6","Yes","en","English","52.4032725","","16.9301332","Kancelaria Podatkowa Andrzej Nowak Sp. z o.o.","Stare Miasto","68","690 105 827","+48 690 105 827","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqw0sACb0CxYW1yHL2R5aj785gXyE5Rr-k1y_dYZZ_PvHTXoo3cYe_BYMXk9bZhsylWNVGZ8SkqsfT3jRDa_hqQz474Amfhj8cBpKC2ldV4kAwHfEW53TwseILAYKGuiJYXmbP=w1365-h2048-k-no","12","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11mw8kn1t9","4.8","77","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Półwiejska 17/23","2026-03-04 16:02:55.038707",,,,,,,,"https://google.com/maps?cid=13518479638853511638","https://anowak.com.pl",,,,,,,,,"61-885"
,,,,,,,,,,,,,,"osiedle Polan 32, 61-253 Poznań, Poland","Accountant",,,,,,,,,"8656253221011485451","Poznań","PL","us","United States","50","0x47045baaa430cb37:0x782130711438730b","Yes","en","English","52.3834039","","16.9596227","Profit. Biuro rachunkowe","Nowe Miasto","69","514 955 639","+48 514 955 639","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqUzw11YXzWypAdU5ky4aexpYHL92kZ3wkdGiIoCBpwn_mdbv53FI6RVOiQlCqjWGz5qccMMyEHAlVUW12CN9Gruq4ahaPP5V0MVF2Gxa3V0NcVzn5jM6AbSHUT5s8u4aWXHrs=w5249-h3225-k-no","5","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1pt_5nql0","3","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","osiedle Polan 32","2026-03-04 16:02:55.038719",,,,,,,,"https://google.com/maps?cid=8656253221011485451","https://profitrachunki.pl","biuro@profitrachunki.pl",,,,,,,,"61-253"
,,,,,,,,,,,,,,"Jana Kochanowskiego 11/2A, 60-845 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Tax preparation",,,,,,"6734646103682207015","Poznań","PL","us","United States","51","0x470444cadb5ae4a1:0x5d7644f319f24d27","Yes","en","English","52.4097764","","16.908750599999998","Biuro rachunkowe - LK PROGRES Lucyna Kaczmarek","Jeżyce, Poznań","70","608 319 654","+48 608 319 654","https://lh3.googleusercontent.com/gps-cs-s/AHVAweriY04L7M11pK0P4aA4S_X20ajLT6UJObxt2k3oeEm1U4hpifLLbtTdrLkCaHv2QItQpFMAsfrfZxj540HyFFHhHZdPD4yJ12bIcgj7Rl8nLvfBx6-1M-7Y3JMXbhMfe1JfBXdA3w=w4614-h3076-k-no","14","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1tqf_0k2","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Jana Kochanowskiego 11/2A","2026-03-04 16:02:55.038732","logistyka@grupaprogres.pl","progres-ltd@progres-ltd.pl","biuro@proprogress.pl","iod@grupaprogres.pl","office@progressholding.pl","lucyna@biuromatz.pl",,"https://google.com/maps?cid=6734646103682207015","https://lkprogres.pl","lucyna@lkprogres.pl",,,,,,,,"60-845"
"Wheelchair accessible entrance","Wheelchair accessible restroom",,,"Restroom",,,,,,,,"Onsite services","Online appointments","Szelągowska 25/2-3, 61-626 Poznań, Poland","Tax preparation","Bookkeeping service",,,,,,,,"6727799397650677027","Poznań","PL","us","United States","52","0x470444d3a4711307:0x5d5df1e8210e3d23","Yes","en","English","52.4222713","","16.946744499999998","Biuro rozliczeń zagranicznych - zwrot podatku z zagranicy (Niemcy, Holandia, UK, Austria, Belgia)","Stare Miasto","71","61 828 81 02","+48 61 828 81 02","https://lh3.googleusercontent.com/gps-cs-s/AHVAwercvMp55RYqDHq4SLhwo2xF_xd3Qs4rd7nwLo7GmGYhCfh3qE0Z16lskYm7JhGC1oCl2fRMZbkDP7t19lJ4phO13wgGLhfWmt3-pOCgQmTJ934DuN_MIPqXOfGJ_nPJXSA9zOeq=w2016-h1512-k-no","7","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1tl7mdwq","3.4","516","Poznan, Polska","usługi księgowe","","https://www.facebook.com/cuf.zwrot.podatku",,,"https://webinar.euro-tax.com/rozliczenia-niemcy",,"","Open","Szelągowska 25/2-3","2026-03-04 16:02:55.038754","joanna.podgajna@cuf.com.pl",,,,,,,"https://google.com/maps?cid=6727799397650677027","https://cuf-podatki.pl","bok@cuf.com.pl","marketing@cuf.com.pl",,,,,,,"61-626"
,,,,,,,,,,,,,,"Suszki 29/2, 60-681 Poznań, Poland","Bookkeeping service","Tax consultant","Tax preparation",,,,,,,"9825707310816973496","Poznań","PL","us","United States","53","0x4704434668dc6837:0x885becbd883452b8","No","en","English","52.446757999999996","","16.912992799999998","Biuro Rachunkowe, doradztwo podatkowe","Stare Miasto","72","693 433 191","+48 693 433 191","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZuemBodWkRwc9fIOGLWPZQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.176165&pitch=0&thumbfov=100","1","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11b6w7nf78","4.4","13","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Suszki 29/2","2026-03-04 16:02:55.038766",,,,,,,,"https://google.com/maps?cid=9825707310816973496","https://kdpo.pl",,,,,,,,,"60-681"
,,,,,,,"Identifies as women-owned",,,,,,,"Osiedle Zwycięstwa 9/54, 61-646 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"990261915637470193","Poznań","PL","us","United States","54","0x470443f5362a5c6f:0xdbe1df7342b53f1","Yes","en","English","52.4378306","","16.9277762","Księgowa Ewa Wojciechowska","Stare Miasto","73","606 553 563","+48 606 553 563","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjAMCaTDxWns8YMxWNV9gLc-8Wx8hmXGFeG6U66GIjnnmylgm-CSv3-OghFyYyn_aKsfmnfZD-_whm9SH8tf1wWXgRNzFGMb-o9N0WzGaX3BdOiekLd0vfHd3WNYoFhSn7lFHE=w5472-h3648-k-no","9","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11fb0t11rv","5","4","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Osiedle Zwycięstwa 9/54","2026-03-04 16:02:55.038783",,,,,,,,"https://google.com/maps?cid=990261915637470193","https://ksiegowa-sowa.pl",,,,,,,,,"61-646"
,,,,,,,,,,,,,,"Stanisława Taczaka 24/lok. 103, 61-819 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"8555969781895588042","Poznań","PL","us","United States","55","0x46e27eda0cc8aefb:0x76bce92f66dce8ca","Yes","en","English","52.4053684","","16.9240898","AS KSIĘGOWOŚĆ SP. Z O.O.","Stare Miasto","74","531 732 727","+48 531 732 727","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8EfZdn8wv1ahq2Cmx3erkSwFcZHmy-h0WdmApiLPzv4ZkhkVVbnqaePhHpoECFP_o4k1xDtp79hfxXPuPNi9BeJl-N0xI5M1j5BQ0yEuvpTyekGgMo_SgYqiqzQPqBZ7PKnSj=w1920-h1280-k-no","2","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11c0w3x73c","5","4","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Stanisława Taczaka 24/lok. 103","2026-03-04 16:02:55.038801",,,,,,,,"https://google.com/maps?cid=8555969781895588042","",,,,,,,,,"61-819"
,,,,,,,,,,,,,,"Święty Marcin 80/82/355, 61-809 Poznań, Poland","Bookkeeping service",,,,,,,,,"2489099504004134980","Poznań","PL","us","United States","56","0x47045bec0d6fa529:0x228b0ecfa2c47844","Yes","en","English","52.407941099999995","","16.9185578","Biuro Rachunkowe Capital Sp. z o. o.","Stare Miasto","75","61 865 35 20","+48 61 865 35 20","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTBQOf0-phmrfvC9O0clt-IXIk0f6Y27acbX6oSbA3aJUAvETmm3xU1lCbUfyf15ouDAwK3C9NHPqiPLeQ_fY_0L4AwCjTHgTVTF8CU66kIaiGpQt3bzYuJvmb8F0WhPJN2mOm=w4032-h3024-k-no","4","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11v9y06lhg","5","4","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Święty Marcin 80/82/355","2026-03-04 16:02:55.038813",,,,,,,,"https://google.com/maps?cid=2489099504004134980","https://br-capital.pl",,,,,,,,,"61-809"
"Wheelchair accessible entrance",,,,,,,"Identifies as women-owned",,,,,,,"Marcelińska 86, 60-324 Poznań, Poland","Bookkeeping service","Accountant","Accounting firm","Tax consultant",,,,,,"5558606875532970201","Poznań","PL","us","United States","57","0x4704452bff9baa85:0x4d242380a62fc8d9","Yes","en","English","52.404024799999995","","16.867953699999997","Biuro rachunkowe Adler","Grunwald","76","533 321 741","+48 533 321 741","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqNjg14lBkDGDQGjw1C46rZVbQwsMBQVB00f7XuJSqh4ZEMIF284F6-NKrbZDsEm0tC5F5GomzkX7cemerY2LZ8wJkGZvmqlyM4cLM75OicpC2pLktRGq_l_J6idSRS2LIgf891cA=w900-h600-k-no","21","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11_r1b174","5","3","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Marcelińska 86","2026-03-04 16:02:55.038826",,,,,,,,"https://google.com/maps?cid=5558606875532970201","https://biuroadler.pl",,,,,,,,,"60-324"
,,,,,,,,"Free parking lot","Free street parking",,,"Onsite services","Online appointments","osiedle Rusa 91, 61-245 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Business management consultant","Financial planner",,,,,"1951875729115410313","Poznań","PL","us","United States","58","0x47045a5f78afbd81:0x1b1674a257a16f89","Yes","en","English","52.3876177","","16.9876275","Biuro Rachunkowe Algor","Nowe Miasto","77","61 875 80 07","+48 61 875 80 07","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqArki4z35BsvsC8RF0POTOiy60yMt7fMQry_v5GGjb6tchlf75WktiJixNhAjwksWL9UO6CRpE859DxBET7rgtXqEjp_7hwY9o4No55fDIk8Hc6xtifPXX8m8AaSXwSp0wQC1iBxzEHNw=w8660-h5774-k-no","25","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/1td11zds","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","osiedle Rusa 91","2026-03-04 16:02:55.038839","alto@altoadvisory.pl",,,,,,,"https://google.com/maps?cid=1951875729115410313","https://algor-podatki.pl","biuro@algor-podatki.pl",,,,,,,,"61-245"
,,,,,,,,"Paid street parking",,,,,,"Wysoka 5A/4, 61-850 Poznań, Poland","Bookkeeping service",,,,,,,,,"7060121717844894294","Poznań","PL","us","United States","59","0x470444afacd502fb:0x61fa974bd72a6256","Yes","en","English","52.405152099999995","","16.9283662","Biuro Rachunkowe Krzysztof Bejgerowski","Stare Miasto","78","61 821 50 21","+48 61 821 50 21","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerP6AaY-kwnEoI3DkiRCa9a_OQyRyfFr43D1M5m4YrZPi48LAdM7xNmRcp45WeYOCfxpd1OrGDgHLGbtYlq-KUSQybJHyVIcSb7f6F6Uz6inzbcysF74lWnNjZKyAl1bamU2uY1jg=w842-h546-k-no","3","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11gfp0f20x","5","1","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wysoka 5A/4","2026-03-04 16:02:55.038851",,,,,,,,"https://google.com/maps?cid=7060121717844894294","https://brkb.pl",,,,,,,,,"61-850"
,,,,"Gender-neutral restroom",,,,,,,,,,"Solna 3/14, 61-735 Poznań, Poland","Business center","Bookkeeping service","Business to business service","Coworking space","Financial consultant","Function room facility","Virtual office rental",,,"6200695671059321375","Poznań","PL","us","United States","60","0x47045b57ed0b7967:0x560d4bdc31cb121f","Yes","en","English","52.411361","","16.9303413","Kancelaria Centrum - Wirtualne biuro, zakładanie spółek, księgowość","Stare Miasto","79","61 333 22 44","+48 61 333 22 44","https://lh3.googleusercontent.com/gps-cs-s/AHVAwervKqtnRO6gCHrp3K7mWoZuPXzRJ9rj2mdX3FKMucHizGChV_4329YJeUBMBABEoSDUyxORg97Y8Ypne3MZEpCn_aHJjb-ELJlOsSUn-vUkbuS6A-c4U0LtdxvCt3ee7TUiKqf9uI7Bg2yG=w2477-h1651-k-no","13","nkmoabrDE-m8ptQPi-7U2Ao","","","/g/11wmxvvt58","4.9","37","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Solna 3/14","2026-03-04 16:02:55.038864",,,,,,,,"https://google.com/maps?cid=6200695671059321375","https://kancelariacentrum.pl","biuro@kancelariacentrum.pl","1us.gdynia@mf.gov.pl","3us.warszawa.srodmiescie@mf.gov.pl","sekretariat.2us.katowice@mf.gov.pl","us.krakow.podgorze@mf.gov.pl","us.lodz.polesie@mf.gov.pl","us.poznan-wilda@mf.gov.pl","us.wroclaw.srodmiescie@mf.gov.pl","61-735"
,,,,,,,,,,,,,,"Przelot 76, 60-408 Poznań, Poland","Accounting firm","Accountant","Payroll service","Tax consultant",,,,,,"13602743944121307445","Poznań","PL","us","United States","61","0x4704448af91d0c2b:0xbcc6a78bf7f25135","Yes","en","English","52.4221844","","16.8558678","Biuro Rachunkowe Poznań Jóźwicki & Partners","Jeżyce, Poznań","40","61 845 37 80","+48 61 845 37 80","https://lh3.googleusercontent.com/gps-cs-s/AHVAwereuCqCUHR1o6nnQdQdwjXQ2ktwroP4KI7RgsD6JD-qLR7RTLyPlLz5k6iUv3Fx4j6ovZKLff3ZwwOtwGLxezGMn2DoEBkGuzVK7jXWNu-D_cLF9jKlUWHyzrndWxp296bKwG17NQ=w1896-h3191-k-no","20","nkmoaYHOFI-LptQPyZawsA0","","","/g/11gg6bzs7q","4.8","36","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Przelot 76","2026-03-04 16:02:55.038807",,,,,,,,"https://google.com/maps?cid=13602743944121307445","https://mjn-jozwicki.pl",,,,,,,,,"60-408"
,,,,"Gender-neutral restroom","Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,"Appointment required",,"Onsite services","Online appointments","Sielska 8, 60-129 Poznań, Poland","Accountant","Bookkeeping service","Payroll service","Tax preparation","Tax preparation service",,,,,"12572344706296374871","Poznań","PL","us","United States","62","0x470444ec81876bc1:0xae79f0e6348ee657","Yes","en","English","52.384895","","16.8865709","Accounting Office Rachunkovnia sp. O.o.","Grunwald","41","61 297 50 00","+48 61 297 50 00","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8vqM3N4JPKdcirkrNRNEk1gIPwsItHh_6eg0z2MCto3Xq98LM-UbjlzSC1cOKhkpu6K_FGJt8jc3cAzcf9gR79mQYcFxKOXvPl-pYBbY9TJJzljxwaNoagNxp4Uk9Gf6qdAbc=w4032-h3024-k-no","12","nkmoaYHOFI-LptQPyZawsA0","","","/g/1hhwvd1kz","4.2","21","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Sielska 8","2026-03-04 16:02:55.038873","biurorachunkowe.capital@gmail.com","biuro@krafton.com.pl",,,,,,"https://google.com/maps?cid=12572344706296374871","https://rachunkovnia.pl","biuro@rachunkovnia.pl","kariera@rachunkovnia.pl",,,,,,,"60-129"
"Wheelchair accessible entrance",,,,,,,,,,,,,,"Dziewińska 74, 60-178 Poznań, Poland","Accountant",,,,,,,,,"10790724569612056047","Poznań","PL","us","United States","63","0x47044506df295f17:0x95c05ad308ce75ef","Yes","en","English","52.3935993","","16.838898099999998","Biuro Rachunkowe Dino","Grunwald","42","61 862 27 86","+48 61 862 27 86","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwZpKC7voOVP4hT-L8SZSJg3l8XPhReBD9BXNvDHYvLkdY5jvSQX6mdCq4rYEdlqJx9uB5m6cGxjyRYqrf0n74SzgZe4XbgNgBqtAl08zDRjZKOzpPVep4VCDe4ZDH_0wMWp8tvA=w3648-h2736-k-no","4","nkmoaYHOFI-LptQPyZawsA0","","","/g/1xfsmfs6","4.7","12","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Dziewińska 74","2026-03-04 16:02:55.038894","sekretariat@marketdino.pl","bok@marketdino.pl","johnsmith@marketdino.pl","polanddinoworld@gmail.com",,,,"https://google.com/maps?cid=10790724569612056047","https://dino.poznan.pl",,,,,,,,,"60-178"
"Wheelchair accessible seating",,,,,,,,,,,,,,"Bosa 12a/5, 60-125 Poznań, Poland","Accounting firm","Accountant",,,,,,,,"3051899717962065212","Poznań","PL","us","United States","64","0x4704452e7e1ed3bd:0x2a5a869fb33e653c","Yes","en","English","52.3834489","","16.8888198","OPTIMUM - Accounting Office Poznan","Grunwald","43","692 247 448","+48 692 247 448","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqMsNjVJKYaQXdP00kloznHafVM9gzeRmWGDlaLEbC0EE51NXrh8gleQ-28Tg9tdx5wukZTV6laOycZCrFk0gjVgHhmUGwkxYCX99RCrpXtLvRUdRGk9nRPQ6FNvR6sYLkbeJl6Ywu22uog=w1080-h720-k-no","12","nkmoaYHOFI-LptQPyZawsA0","","","/g/1tdg6hdk","5","1","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Bosa 12a/5","2026-03-04 16:02:55.038909",,,,,,,,"https://google.com/maps?cid=3051899717962065212","https://optimumbiuro.com.pl",,,,,,,,,"60-125"
,,,,,,,,,,,,,,"Gnieźnieńska 10, 61-015 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Certified public accountant","Income tax help association","Tax consultant","Tax preparation","Tax preparation service",,"13308159962146729005","Poznań","PL","us","United States","65","0x470444d26b78e3cb:0xb8b014f9d5d4ec2d","Yes","en","English","52.4228856","","16.9793392","inFakt","Nowe Miasto","44","787 918 139","+48 787 918 139","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerD7Nrn9Be16WVjBw3Q8rIUKx5ShPx0T_bRUPL7V2LUPIKTRVF6UbK3pdLDfqpON5orjzDnh0CCgIImpg3sgqMS2NhX19sRCLLhN_rHPlPqz9d6CNCbreW9TzpAtw5NFWlSofJYix8WBVK2=w2400-h2400-k-no","24","nkmoaYHOFI-LptQPyZawsA0","","","/g/11bv2lngr9","4.8","187","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Gnieźnieńska 10","2026-03-04 16:02:55.038929","info@infakt.pl","mobile@infakt.pl",,,,,,"https://google.com/maps?cid=13308159962146729005","https://infakt.pl",,,,,,,,,"61-015"
"Wheelchair accessible entrance",,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Jaworowa 47/3, 61-453 Poznań, Poland","Bookkeeping service",,,,,,,,,"8855418582831201794","Poznań","PL","us","United States","66","0x470445361c2b7e5b:0x7ae4c448770bfe02","Yes","en","English","52.368575899999996","","16.905257499999998","Biuro Rachunkowe Atoran","Wilda, Poznań","45","502 546 806","+48 502 546 806","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerANDAIzr37wmdKlB8UnsqK6CrPEaxKAC5yGVD5f9LhbCyat3jbnZQgWPMFusuqKIYH5PM_trCahrz_qZXkD8spFeSaeRdEskD2IyQO095soTR7uByGqCbxCmHw0uoUkED7Y_jKkaEOm-GA=w1200-h800-k-no","19","nkmoaYHOFI-LptQPyZawsA0","","","/g/1pty7l0j1","4.7","12","Poznan, Polska","usługi księgowe","","https://www.facebook.com/profile.php?id=61576894697334",,,,"https://www.youtube.com/embed/geivl0_hb_a","","Open","Jaworowa 47/3","2026-03-04 16:02:55.038946","info@accelercomm.com","liberkowska@atoran.pl","care@1mg.com",,,,,"https://google.com/maps?cid=8855418582831201794","https://atoran.pl",,,,,,,,,"61-453"
,,,,,,,,,,,,,,"Jackowskiego 9, 60-508 Poznań, Poland","Bookkeeping service",,,,,,,,,"8471618088016079548","Poznań","PL","us","United States","67","0x470445a6d4617d7f:0x75913bc438f8eabc","Yes","en","English","52.409950599999995","","16.9010533","Grakon Sp. z o. o.","Jeżyce, Poznań","46","609 610 148","+48 609 610 148","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_RridbCoF1XB0-YJcGwVgQXJaeoU1RrnxF6fbC600vWfcBMV5rWWLpY9aGXeZadoYkazRxQV-HccdkMPqlBCD5LgstTTC-GjS9N1sRr6qT6Vjh9KHfqF1FU5Fe0DKzU1szzq-=w639-h960-k-no","2","nkmoaYHOFI-LptQPyZawsA0","","","/g/11j985jyf0","4.8","33","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Jackowskiego 9","2026-03-04 16:02:55.038960",,,,,,,,"https://google.com/maps?cid=8471618088016079548","https://grakon.com.pl",,,,,,,,,"60-508"
,,,,,,,,,,,,,,"Grunwaldzka 149, 60-313 Poznań, Poland","Bookkeeping service","Accountant","Accounting firm","Tax consultant","Tax preparation",,,,,"17893026842482319202","Poznań","PL","us","United States","68","0x47045b354eb2bf0f:0xf850cd1ca6b01f62","Yes","en","English","52.396041399999994","","16.8633563","Biuro Rachunkowe Stefańska Anna","Grunwald","47","61 834 30 50","+48 61 834 30 50","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep-PPBr6O-wCWWEB6qKPfL4w8Kh2v_xfcJFdthr2hTa6OldB6aRHocdWdJHUSlzt6i85sLXs-4L6RzJuogAMEaygIrXvu3bGBZqri8St6cJZG37DqqTD8TtLVgprpO0xfhWilkUQA=w2121-h1414-k-no","29","nkmoaYHOFI-LptQPyZawsA0","","","/g/1td6lc1s","4.6","9","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Grunwaldzka 149","2026-03-04 16:02:55.038972",,,,,,,,"https://google.com/maps?cid=17893026842482319202","https://biurorachunkowe-stefanska.pl",,,,,,,,,"60-313"
,,,,,,,,,,,,,,"Pamiątkowa 2, 61-512 Poznań, Poland","Accountant",,,,,,,,,"14027134451144605524","Poznań","PL","us","United States","69","0x47045bb9e2fe8371:0xc2aa6476e11e3f54","Yes","en","English","52.386457799999995","","16.9128141","TaxShield Biuro Rachunkowe Online","Wilda, Poznań","48","531 331 479","+48 531 331 479","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2MskIfRjN0lyagFm6INSjyplCv1I6yDmzVTKpoOBXmlhGBlTQi6HCXRTShI3GsuVq2AV-8rdGNWtTXPQzIhDswD9CdGXczpho029LzRY0RrYjLfRDNhHlU6N21nhxznwWuhw5fg=w4624-h3472-k-no","8","nkmoaYHOFI-LptQPyZawsA0","","","/g/11h1lh_w66","4.8","152","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Pamiątkowa 2","2026-03-04 16:02:55.038985","biuro@taxshield.pl","dev.taxshield@gmail.com",,,,,,"https://google.com/maps?cid=14027134451144605524","https://taxshield.pl",,,,,,,,,"61-512"
