"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","zip"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,,,,,,,,"os. Bolesława Chrobrego 39/112, 60-681 Poznań, Poland","Accountant",,,,,,,,,"12421868855685055476","Poznań","PL","us","United States","46","0x470443456e46043f:0xac6357e90d9883f4","Yes","en","English","52.445651999999995","","16.915072","Biuro Rachunkowe PIT","Stare Miasto","29","61 822 63 97","+48 61 822 63 97","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTXFd_H7zMAfhXghPafr26eVFR-NM5vYxooX9vyT9s8g0siBXYllzQYRhQx8RUn3PQv32VQc1Ebg-qi477XUa19zrCFvsjt-xJ2QtrSyBH0mtViaMhFf3BCZu7ibUaxfS0iNo=w5760-h3840-k-no","14","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1w3459v4","4.9","31","Poznan, Polska","księgowość","",,,,,,"","Open","os. Bolesława Chrobrego 39/112","2026-03-04 16:29:13.955158","bok@pitbull.pl","kontakt@vbiuro.com","biuro@biuroplus.pl","biuro@pidpolska.pl","biuro@pit-elk.pl","rodo@interbiuro.pl","biuro@fiorentini.com","https://google.com/maps?cid=12421868855685055476","https://pitbiuro.pl","biuro@pitbiuro.pl",,,,,,,"60-681"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,,,,,"Półwiejska 45/4, 61-886 Poznań, Poland","Accounting firm",,,,,,,,,"4923982491761135839","Poznań","PL","us","United States","47","0x47045b892afa2f7f:0x44557ffce5aa50df","Yes","en","English","52.4006191","","16.9282207","Biuro rachunkowe MOLARD","Stare Miasto","30","518 049 002","+48 518 049 002","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerckuLI9tZ4bCGvAHkK3Z7rK-56vw5Zyj2a5Umm4N0PEzAdFRBWBU_SUBqQVHkzO81kzpdb2BWuQeqxEF5mU9MEqBmEmwGogzBIkN9cEpkyLAMtDa1MrIuN8F6W_iqL6yhdtCmI4PkXl8lp=w3064-h4400-k-no","4","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11yrdwj6v3","5","1","Poznan, Polska","księgowość","",,,,,,"","Open","Półwiejska 45/4","2026-03-04 16:29:13.955172",,,,,,,,"https://google.com/maps?cid=4923982491761135839","https://molard.pl",,,,,,,,"61-886"
,,,,,,,,,,,,,,"Ptasia 20B, 60-319 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation","Tax preparation service",,,,,"7290774711526675184","Poznań","PL","us","United States","48","0x470444c7d01e8cab:0x652e08f8d1f2d2f0","Yes","en","English","52.400826599999995","","16.8576503","G-TAX","Grunwald","31","608 640 562","+48 608 640 562","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2Qhw8hCpEA98p5SSNTFejYYFNNUXrXJdI1A1B4ASlloNc8oXSGPptIRpEMovQXe1D_oeNSzQmCFXRQ4pyHNvnx7TkC9Nw107eolCasSkOQwexnuQFy4yhM4PG9NHv3WnTjZOh=w3990-h3024-k-no","4","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/12hnbwjlk","4.9","29","Poznan, Polska","księgowość","",,,,,,"","Open","Ptasia 20B","2026-03-04 16:29:13.955185","info@gtaxfile.com","dol.ctfmla@ct.gov","1099helpdesk@usda.gov",,,,,"https://google.com/maps?cid=7290774711526675184","https://g-tax.pl","biuro@g-tax.pl",,,,,,,"60-319"
,,,,,,,,,,,,,,"Pamiątkowa 2, 61-512 Poznań, Poland","Accountant",,,,,,,,,"14027134451144605524","Poznań","PL","us","United States","49","0x47045bb9e2fe8371:0xc2aa6476e11e3f54","Yes","en","English","52.386457799999995","","16.9128141","TaxShield Biuro Rachunkowe Online","Wilda, Poznań","32","531 331 479","+48 531 331 479","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2MskIfRjN0lyagFm6INSjyplCv1I6yDmzVTKpoOBXmlhGBlTQi6HCXRTShI3GsuVq2AV-8rdGNWtTXPQzIhDswD9CdGXczpho029LzRY0RrYjLfRDNhHlU6N21nhxznwWuhw5fg=w4624-h3472-k-no","8","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11h1lh_w66","4.8","152","Poznan, Polska","księgowość","",,,,,,"","Open","Pamiątkowa 2","2026-03-04 16:29:13.955199","biuro@taxshield.pl","dev.taxshield@gmail.com",,,,,,"https://google.com/maps?cid=14027134451144605524","https://taxshield.pl",,,,,,,,"61-512"
"Wheelchair accessible seating",,,,,,,,,,,,,,"Bosa 12a/5, 60-125 Poznań, Poland","Accountant","Accounting firm",,,,,,,,"3051899717962065212","Poznań","PL","us","United States","50","0x4704452e7e1ed3bd:0x2a5a869fb33e653c","Yes","en","English","52.3834489","","16.8888198","OPTIMUM - Accounting Office Poznan","Grunwald","33","692 247 448","+48 692 247 448","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjN5xWMw7R11NF7eEugace91nZ8HjW5l1QfiJInDvC-uk9yUZalt3GQqKemJq3Een6XctnXKEntv455e4jO5g0Gp7OcqAdNJN41EtXZgiiCtUTed4xKkEhnYEWtmaZXcvz2JdR=w851-h315-k-no","12","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1tdg6hdk","5","1","Poznan, Polska","księgowość","",,,,,,"","Open","Bosa 12a/5","2026-03-04 16:29:13.955215",,,,,,,,"https://google.com/maps?cid=3051899717962065212","https://optimumbiuro.com.pl",,,,,,,,"60-125"
,,,,,,,,,,,,,,"Strzelecka 29A/39, 61-846 Poznań, Poland","Accounting firm",,,,,,,,,"11952003219968864486","Poznań","PL","us","United States","51","0xa67da9e496dcfd89:0xa5de0b9aa891b0e6","Yes","en","English","52.402579499999995","","16.934635999999998","KANCELARIA RACHUNKOWA KMN PRESTIGE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Stare Miasto","34","669 787 648","+48 669 787 648","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep7UpJ7zeuVvU63A1C0By9NHocKnroScHVz-oAXhPOeKeQCfkwd2_73IdJJkTsVdDNob-mXlGg5VAtO4EWQcpnB6ETNYTEwxipYqprthzM1ineJK6bHkrlUg5rFuQvKqGk9ePoi=w1170-h1170-k-no","2","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11y3y8snws","5","19","Poznan, Polska","księgowość","",,,,,,"","Open","Strzelecka 29A/39","2026-03-04 16:29:13.955226",,,,,,,,"https://google.com/maps?cid=11952003219968864486","https://kmnprestige.pl",,,,,,,,"61-846"
"Wheelchair accessible seating",,,,,,,"Identifies as women-owned",,,,,"Onsite services",,"osiedle Rusa 54/9, 61-245 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation",,,,,,"1633526891867921110","Poznań","PL","us","United States","52","0x47045b35310e6bc7:0x16ab740da8d5dad6","Yes","en","English","52.391327","","16.9868913","Biuro rachunkowe Poznań Nowoczesne Systemy Finansowe","Nowe Miasto","35","661 660 071","+48 661 660 071","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCyN8MbQdGbiR0x3CUe_2TsT2uVnzBHWacYiPNWUWgWPaODaag7EZb_vd9HPDf1xFsPrHMS61vrivg0gwuEAhVbHlX3xlwzpptIOgi70cWSwruFsot2kx44v32w9yOHJa6sidvpA=w680-h510-k-no","16","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1tfghj9r","5","21","Poznan, Polska","księgowość","",,,,,,"","Open","osiedle Rusa 54/9","2026-03-04 16:29:13.955238","media@nsf.gov","info@nsf.gov","certifiedforsport@nsf.org","oise-bsf@nsf.gov","nsf-redzikowo-admin@us.navy.mil",,,"https://google.com/maps?cid=1633526891867921110","https://nsf.com.pl","lukasz.biernat@nsf.com.pl",,,,,,,"61-245"
,,,,,,,,,,"Appointments recommended",,,,"Zgoda 14/10, 60-128 Poznań, Poland","Accountant",,,,,,,,,"11664572350052586182","Poznań","PL","us","United States","53","0x4704452e13c74961:0xa1e0e2c035ba52c6","Yes","en","English","52.3837056","","16.8838504","Księgowy EXPERT","Grunwald","36","507 548 604","+48 507 548 604","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerr_EN8SqerAOCng0WWV4o7wJTdLcW5CbEay868xV7BuUNt21faEz_arvukh2le6wdBd-tImTgP7UXF4hMuJP5_zvgqZCevIzY4FzUfjYZ_NO7x1K9V19jjIvBZwFKKMJ1MShx6=w2048-h1536-k-no","3","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1pp2vgjsj","4.4","39","Poznan, Polska","księgowość","",,,,,,"","Open","Zgoda 14/10","2026-03-04 16:29:13.955253","biuro@ksiegowyexpert.pl","biuro@ksiegowy-ekspert.pl","faktury@firmaoptimal.pl","r.szymanska@rsarchitektura.pl",,,,"https://google.com/maps?cid=11664572350052586182","https://ksiegowyexpert.pl",,,,,,,,"60-128"
,,,,,,,,"Free parking lot","On-site parking",,,,,"Wilczak 14A/214, 61-623 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Income tax help association","Tax consultant","Tax preparation","Tax preparation service",,,"6886557626039215992","Poznań","PL","us","United States","54","0x47045dacc59919df:0x5f91f7aca1532778","Yes","en","English","52.429733399999996","","16.9512183","Biuro Rachunkowe Poznań - Ingenium Sp. z o.o.","Stare Miasto","37","517 230 852","+48 517 230 852","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCuHxO2rPZkK4BP2xUwZcxF0GDjl_6RD6WHscGVpAeFhaXJKrwmsE0qNFPRh709ejO2tcCN0RQo5z8IMgWCDWh0m8jtndmj8S7yvsuZjzW5B_NfSknmZgpEWBYGO-ycbh5o6e1KbH1HVU=w5712-h4284-k-no","7","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11h10fqrlg","5","13","Poznan, Polska","księgowość","",,,,,,"","Open","Wilczak 14A/214","2026-03-04 16:29:13.955271",,,,,,,,"https://google.com/maps?cid=6886557626039215992","https://br-ingenium.pl",,,,,,,,"61-623"
"Wheelchair accessible restroom","Wheelchair accessible seating","Wheelchair accessible entrance","Wheelchair accessible parking lot","Gender-neutral restroom","LGBTQ+ friendly",,"Identifies as women-owned",,,,,"Onsite services",,"Toruńska 7, 61-045 Poznań, Poland","Accountant","Accounting firm",,,,,,,,"17909870924395620156","Poznań","PL","us","United States","55","0x47045b9cbaac2495:0xf88ca4b715b2a73c","Yes","en","English","52.411117999999995","","16.9835714","Mega Lex Corp.","Nowe Miasto","38","731 317 777","+48 731 317 777","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1MPyBRsrmcVev1mQUYEYrDSnaFA1UeuDvVAytCn4DdVa9sNBmPz9CksUjIdEgwR4X4vg7NwjK5PCi5whJpMq3omSrCc0UvbX05YjgpiZ4g9M6Nnpm7b04xKnaqXr7s-Ttsipg=w3000-h2000-k-no","27","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/1jkyqw5st","4.8","24","Poznan, Polska","księgowość","",,,,,,"","Open","Toruńska 7","2026-03-04 16:29:13.955293",,,,,,,,"https://google.com/maps?cid=17909870924395620156","https://megalex.pl",,,,,,,,"61-045"
,,,,,,,,,,,,,,"Bychawska 17, 61-315 Poznań, Poland","Bookkeeping service",,,,,,,,,"4797716992233208080","Poznań","PL","us","United States","56","0x47045bce7cdde7ef:0x4294ea2f5eea7910","Yes","en","English","52.358714299999995","","16.983213499999998","Biuro Rachunkowe JW","Nowe Miasto","39","665 106 769","+48 665 106 769","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep48d9RqhBbQWaHGuUq8HlwDhYWJLoSdFHgOZg31r29EhWPtZKPtLNnZkSpfJve6-fBqJ_HBKJ2L1WbNJeH3S3fz0lxLmIY2FGoX4JEWPCG4LEjIMpDdvEdrFtpgfUkgYx65vw=w3000-h2000-k-no","2","yU-oaaKGCcKW5OMPkuOM0Qg","","","/g/11sk9xkyvh","5","2","Poznan, Polska","księgowość","",,,,,,"","Open","Bychawska 17","2026-03-04 16:29:13.955309","cecylia@biurorachunkoweglowacka.pl","biuro@jw-tax.pl","biuro@efkasc.pl","biuro@brooklyn.pl",,,,"https://google.com/maps?cid=4797716992233208080","https://biurorachunkowejw.pl","biuro@biurorachunkowejw.pl",,,,,,,"61-315"
